cell,rate,w,method,eval,mean_reward,best_val_ber
R0.833_w1,0.833,1,rl_peredge,200,2.3460,5.1911e-03
R0.833_w1,0.833,1,rl_peredge,240,2.1760,5.1911e-03
R0.833_w1,0.833,1,rl_peredge,280,2.1283,5.1911e-03
R0.833_w1,0.833,1,rl_peredge,320,2.3869,5.1911e-03
R0.833_w1,0.833,1,rl_peredge,360,2.6551,4.2662e-03
R0.833_w1,0.833,1,rl_peredge,400,2.3150,4.2662e-03
R0.833_w1,0.833,1,rl_peredge,440,2.3632,4.1597e-03
R0.833_w1,0.833,1,rl_peredge,480,2.5583,4.1597e-03
R0.833_w1,0.833,1,cem,40,,5.6076e-03
R0.833_w1,0.833,1,cem,80,,5.6076e-03
R0.833_w1,0.833,1,cem,120,,5.6076e-03
R0.833_w1,0.833,1,cem,160,,5.6076e-03
R0.833_w1,0.833,1,cem,200,,5.6076e-03
R0.833_w1,0.833,1,cem,240,,3.5431e-03
R0.833_w1,0.833,1,cem,280,,3.5431e-03
R0.833_w1,0.833,1,cem,320,,3.5431e-03
R0.833_w1,0.833,1,cem,360,,3.5431e-03
R0.833_w1,0.833,1,cem,400,,3.5431e-03
R0.833_w1,0.833,1,cem,440,,3.5431e-03
R0.833_w1,0.833,1,cem,480,,3.5431e-03
R0.833_w1,0.833,1,random,40,,7.5268e-03
R0.833_w1,0.833,1,random,80,,6.8327e-03
R0.833_w1,0.833,1,random,120,,6.8327e-03
R0.833_w1,0.833,1,random,160,,6.3291e-03
R0.833_w1,0.833,1,random,200,,6.3291e-03
R0.833_w1,0.833,1,random,240,,6.3291e-03
R0.833_w1,0.833,1,random,280,,5.5608e-03
R0.833_w1,0.833,1,random,320,,5.5608e-03
R0.833_w1,0.833,1,random,360,,5.5608e-03
R0.833_w1,0.833,1,random,400,,5.5608e-03
R0.833_w1,0.833,1,random,440,,5.5608e-03
R0.833_w1,0.833,1,random,480,,5.5608e-03
R0.833_w2,0.833,2,rl,40,2.1434,2.5089e-03
R0.833_w2,0.833,2,rl,80,2.3767,2.5089e-03
R0.833_w2,0.833,2,rl,120,2.3160,1.3246e-03
R0.833_w2,0.833,2,rl,160,2.2603,1.3246e-03
R0.833_w2,0.833,2,rl,200,2.8069,1.3246e-03
R0.833_w2,0.833,2,rl,240,2.2813,1.3246e-03
R0.833_w2,0.833,2,rl,280,2.3310,1.3246e-03
R0.833_w2,0.833,2,rl,320,2.6161,1.3246e-03
R0.833_w2,0.833,2,rl,360,2.8667,1.3246e-03
R0.833_w2,0.833,2,rl,400,2.4940,1.3246e-03
R0.833_w2,0.833,2,rl,440,2.5427,1.3246e-03
R0.833_w2,0.833,2,rl,480,2.7905,1.3246e-03
R0.833_w2,0.833,2,rl_peredge,40,2.5310,5.5167e-03
R0.833_w2,0.833,2,rl_peredge,80,2.5497,2.7646e-03
R0.833_w2,0.833,2,rl_peredge,120,2.5017,1.8271e-03
R0.833_w2,0.833,2,rl_peredge,160,2.3556,1.8271e-03
R0.833_w2,0.833,2,rl_peredge,200,2.3506,1.8271e-03
R0.833_w2,0.833,2,rl_peredge,240,2.5740,1.8271e-03
R0.833_w2,0.833,2,rl_peredge,280,2.5182,1.8271e-03
R0.833_w2,0.833,2,rl_peredge,320,2.3675,1.6708e-03
R0.833_w2,0.833,2,rl_peredge,360,2.7686,1.6708e-03
R0.833_w2,0.833,2,rl_peredge,400,2.6627,1.6708e-03
R0.833_w2,0.833,2,rl_peredge,440,2.9253,1.6708e-03
R0.833_w2,0.833,2,rl_peredge,480,2.6103,1.4364e-03
R0.833_w2,0.833,2,cem,40,,4.2898e-03
R0.833_w2,0.833,2,cem,80,,2.3775e-03
R0.833_w2,0.833,2,cem,120,,2.3775e-03
R0.833_w2,0.833,2,cem,160,,2.3775e-03
R0.833_w2,0.833,2,cem,200,,2.3775e-03
R0.833_w2,0.833,2,cem,240,,2.3775e-03
R0.833_w2,0.833,2,cem,280,,2.3775e-03
R0.833_w2,0.833,2,cem,320,,2.3775e-03
R0.833_w2,0.833,2,cem,360,,2.3775e-03
R0.833_w2,0.833,2,cem,400,,2.3775e-03
R0.833_w2,0.833,2,cem,440,,1.2500e-03
R0.833_w2,0.833,2,cem,480,,1.2500e-03
R0.833_w2,0.833,2,random,40,,4.6555e-03
R0.833_w2,0.833,2,random,80,,4.6555e-03
R0.833_w2,0.833,2,random,120,,3.3274e-03
R0.833_w2,0.833,2,random,160,,2.6385e-03
R0.833_w2,0.833,2,random,200,,2.6385e-03
R0.833_w2,0.833,2,random,240,,2.5142e-03
R0.833_w2,0.833,2,random,280,,2.5142e-03
R0.833_w2,0.833,2,random,320,,2.5142e-03
R0.833_w2,0.833,2,random,360,,2.5142e-03
R0.833_w2,0.833,2,random,400,,2.5142e-03
R0.833_w2,0.833,2,random,440,,1.8839e-03
R0.833_w2,0.833,2,random,480,,1.8839e-03
R0.833_w3,0.833,3,rl,40,2.1503,6.5400e-03
R0.833_w3,0.833,3,rl,80,2.2119,5.0051e-03
R0.833_w3,0.833,3,rl,120,2.0820,4.3600e-03
R0.833_w3,0.833,3,rl,160,2.3061,4.3600e-03
R0.833_w3,0.833,3,rl,200,2.4438,4.2199e-03
R0.833_w3,0.833,3,rl,240,2.2174,2.5095e-03
R0.833_w3,0.833,3,rl,280,2.1826,2.5095e-03
R0.833_w3,0.833,3,rl,320,2.4134,2.5095e-03
R0.833_w3,0.833,3,rl,360,2.4724,2.2688e-03
R0.833_w3,0.833,3,rl,400,2.6315,1.7519e-03
R0.833_w3,0.833,3,rl,440,2.7096,1.7519e-03
R0.833_w3,0.833,3,rl,480,2.8262,1.7519e-03
R0.833_w3,0.833,3,rl_peredge,40,2.4105,7.6014e-03
R0.833_w3,0.833,3,rl_peredge,80,2.3938,4.6599e-03
R0.833_w3,0.833,3,rl_peredge,120,2.2605,4.6421e-03
R0.833_w3,0.833,3,rl_peredge,160,2.5297,4.6421e-03
R0.833_w3,0.833,3,rl_peredge,200,2.5988,4.4271e-03
R0.833_w3,0.833,3,rl_peredge,240,2.6106,3.7780e-03
R0.833_w3,0.833,3,rl_peredge,280,2.6981,3.7780e-03
R0.833_w3,0.833,3,rl_peredge,320,2.4428,3.5472e-03
R0.833_w3,0.833,3,rl_peredge,360,2.5772,3.5472e-03
R0.833_w3,0.833,3,rl_peredge,400,2.6279,2.0005e-03
R0.833_w3,0.833,3,rl_peredge,440,2.5957,2.0005e-03
R0.833_w3,0.833,3,rl_peredge,480,2.5445,2.0005e-03
R0.833_w3,0.833,3,cem,40,,7.0885e-03
R0.833_w3,0.833,3,cem,80,,5.0860e-03
R0.833_w3,0.833,3,cem,120,,4.9223e-03
R0.833_w3,0.833,3,cem,160,,4.9223e-03
R0.833_w3,0.833,3,cem,200,,4.9223e-03
R0.833_w3,0.833,3,cem,240,,4.9223e-03
R0.833_w3,0.833,3,cem,280,,4.9223e-03
R0.833_w3,0.833,3,cem,320,,4.3561e-03
R0.833_w3,0.833,3,cem,360,,4.3561e-03
R0.833_w3,0.833,3,cem,400,,4.3561e-03
R0.833_w3,0.833,3,cem,440,,2.9553e-03
R0.833_w3,0.833,3,cem,480,,2.9553e-03
R0.833_w3,0.833,3,random,40,,3.7484e-03
R0.833_w3,0.833,3,random,80,,3.7484e-03
R0.833_w3,0.833,3,random,120,,3.7484e-03
R0.833_w3,0.833,3,random,160,,3.7484e-03
R0.833_w3,0.833,3,random,200,,3.7484e-03
R0.833_w3,0.833,3,random,240,,3.7484e-03
R0.833_w3,0.833,3,random,280,,3.7484e-03
R0.833_w3,0.833,3,random,320,,3.7484e-03
R0.833_w3,0.833,3,random,360,,3.7484e-03
R0.833_w3,0.833,3,random,400,,3.7484e-03
R0.833_w3,0.833,3,random,440,,3.7484e-03
R0.833_w3,0.833,3,random,480,,2.9257e-03
R0.875_w1,0.875,1,rl,40,2.2811,2.4745e-03
R0.875_w1,0.875,1,rl,80,2.1779,2.4745e-03
R0.875_w1,0.875,1,rl,120,2.2951,2.4745e-03
R0.875_w1,0.875,1,rl,160,2.2025,2.4745e-03
R0.875_w1,0.875,1,rl,200,2.2497,2.4745e-03
R0.875_w1,0.875,1,rl,240,2.4047,2.4745e-03
R0.875_w1,0.875,1,rl,280,2.0471,2.4745e-03
R0.875_w1,0.875,1,rl,320,2.5830,2.4745e-03
R0.875_w1,0.875,1,rl,360,2.3856,2.0936e-03
R0.875_w1,0.875,1,rl,400,2.3891,2.0936e-03
R0.875_w1,0.875,1,rl,440,2.8101,2.0936e-03
R0.875_w1,0.875,1,rl,480,2.8028,2.0936e-03
R0.875_w1,0.875,1,rl_peredge,40,2.4006,3.1799e-03
R0.875_w1,0.875,1,rl_peredge,80,2.4927,3.1799e-03
R0.875_w1,0.875,1,rl_peredge,120,2.2383,3.1799e-03
R0.875_w1,0.875,1,rl_peredge,160,2.2252,3.1799e-03
R0.875_w1,0.875,1,rl_peredge,200,2.4792,3.1799e-03
R0.875_w1,0.875,1,rl_peredge,240,2.5023,2.0806e-03
R0.875_w1,0.875,1,rl_peredge,280,2.4449,2.0806e-03
R0.875_w1,0.875,1,rl_peredge,320,2.3289,2.0806e-03
R0.875_w1,0.875,1,rl_peredge,360,2.6291,2.0806e-03
R0.875_w1,0.875,1,rl_peredge,400,2.1732,2.0806e-03
R0.875_w1,0.875,1,rl_peredge,440,2.5636,2.0806e-03
R0.875_w1,0.875,1,rl_peredge,480,2.3543,2.0806e-03
R0.875_w1,0.875,1,cem,40,,5.9385e-03
R0.875_w1,0.875,1,cem,80,,4.5099e-03
R0.875_w1,0.875,1,cem,120,,4.5099e-03
R0.875_w1,0.875,1,cem,160,,3.4139e-03
R0.875_w1,0.875,1,cem,200,,3.4139e-03
R0.875_w1,0.875,1,cem,240,,3.3994e-03
R0.875_w1,0.875,1,cem,280,,3.3994e-03
R0.875_w1,0.875,1,cem,320,,3.3994e-03
R0.875_w1,0.875,1,cem,360,,2.6956e-03
R0.875_w1,0.875,1,cem,400,,2.6956e-03
R0.875_w1,0.875,1,cem,440,,2.2291e-03
R0.875_w1,0.875,1,cem,480,,2.2291e-03
R0.875_w1,0.875,1,random,40,,4.1661e-03
R0.875_w1,0.875,1,random,80,,3.1718e-03
R0.875_w1,0.875,1,random,120,,3.1718e-03
R0.875_w1,0.875,1,random,160,,1.8886e-03
R0.875_w1,0.875,1,random,200,,1.8886e-03
R0.875_w1,0.875,1,random,240,,1.8886e-03
R0.875_w1,0.875,1,random,280,,1.8886e-03
R0.875_w1,0.875,1,random,320,,1.8886e-03
R0.875_w1,0.875,1,random,360,,1.8886e-03
R0.875_w1,0.875,1,random,400,,1.8886e-03
R0.875_w1,0.875,1,random,440,,1.8886e-03
R0.875_w1,0.875,1,random,480,,1.8886e-03
R0.875_w2,0.875,2,rl,40,2.6689,2.8658e-03
R0.875_w2,0.875,2,rl,80,2.8404,1.9034e-03
R0.875_w2,0.875,2,rl,120,2.3206,1.6246e-03
R0.875_w2,0.875,2,rl,160,2.7977,1.0636e-03
R0.875_w2,0.875,2,rl,200,3.2241,1.0636e-03
R0.875_w2,0.875,2,rl,240,2.5061,1.0636e-03
R0.875_w2,0.875,2,rl,280,2.4245,9.9077e-04
R0.875_w2,0.875,2,rl,320,2.9220,9.9077e-04
R0.875_w2,0.875,2,rl,360,2.7946,9.9077e-04
R0.875_w2,0.875,2,rl,400,2.8887,8.4517e-04
R0.875_w2,0.875,2,rl,440,2.8390,8.4517e-04
R0.875_w2,0.875,2,rl,480,3.3580,8.4517e-04
R0.875_w2,0.875,2,rl_peredge,40,2.8198,3.0984e-03
R0.875_w2,0.875,2,rl_peredge,80,2.7860,1.3352e-03
R0.875_w2,0.875,2,rl_peredge,120,3.2020,1.3352e-03
R0.875_w2,0.875,2,rl_peredge,160,2.7314,1.3352e-03
R0.875_w2,0.875,2,rl_peredge,200,2.6643,1.3352e-03
R0.875_w2,0.875,2,rl_peredge,240,3.2237,9.3928e-04
R0.875_w2,0.875,2,rl_peredge,280,3.0190,9.3928e-04
R0.875_w2,0.875,2,rl_peredge,320,2.8801,9.3928e-04
R0.875_w2,0.875,2,rl_peredge,360,2.9426,9.3928e-04
R0.875_w2,0.875,2,rl_peredge,400,2.8561,8.8246e-04
R0.875_w2,0.875,2,rl_peredge,440,2.9392,8.8246e-04
R0.875_w2,0.875,2,rl_peredge,480,3.2051,8.8246e-04
R0.875_w2,0.875,2,cem,40,,3.5973e-03
R0.875_w2,0.875,2,cem,80,,2.7024e-03
R0.875_w2,0.875,2,cem,120,,1.8537e-03
R0.875_w2,0.875,2,cem,160,,1.8537e-03
R0.875_w2,0.875,2,cem,200,,1.8537e-03
R0.875_w2,0.875,2,cem,240,,1.8537e-03
R0.875_w2,0.875,2,cem,280,,1.8537e-03
R0.875_w2,0.875,2,cem,320,,1.8537e-03
R0.875_w2,0.875,2,cem,360,,1.2571e-03
R0.875_w2,0.875,2,cem,400,,1.2571e-03
R0.875_w2,0.875,2,cem,440,,1.2571e-03
R0.875_w2,0.875,2,cem,480,,1.2571e-03
R0.875_w2,0.875,2,random,40,,2.0401e-03
R0.875_w2,0.875,2,random,80,,1.2500e-03
R0.875_w2,0.875,2,random,120,,1.2500e-03
R0.875_w2,0.875,2,random,160,,1.2500e-03
R0.875_w2,0.875,2,random,200,,1.2500e-03
R0.875_w2,0.875,2,random,240,,1.2500e-03
R0.875_w2,0.875,2,random,280,,1.2500e-03
R0.875_w2,0.875,2,random,320,,1.2500e-03
R0.875_w2,0.875,2,random,360,,1.2500e-03
R0.875_w2,0.875,2,random,400,,1.2500e-03
R0.875_w2,0.875,2,random,440,,1.2500e-03
R0.875_w2,0.875,2,random,480,,1.2500e-03
R0.875_w3,0.875,3,rl,40,2.4644,2.9948e-03
R0.875_w3,0.875,3,rl,80,2.4798,1.6907e-03
R0.875_w3,0.875,3,rl,120,2.4477,1.3198e-03
R0.875_w3,0.875,3,rl,160,3.0329,6.8655e-04
R0.875_w3,0.875,3,rl,200,3.4032,6.8655e-04
R0.875_w3,0.875,3,rl,240,2.5125,6.8655e-04
R0.875_w3,0.875,3,rl,280,2.5676,6.8655e-04
R0.875_w3,0.875,3,rl,320,3.1563,6.8655e-04
R0.875_w3,0.875,3,rl,360,3.1537,5.6818e-04
R0.875_w3,0.875,3,rl,400,3.2836,3.9260e-04
R0.875_w3,0.875,3,rl,440,3.3415,3.9260e-04
R0.875_w3,0.875,3,rl,480,3.6932,3.8865e-04
R0.875_w3,0.875,3,rl_peredge,40,2.6810,1.9413e-03
R0.875_w3,0.875,3,rl_peredge,80,2.5171,1.9413e-03
R0.875_w3,0.875,3,rl_peredge,120,2.6712,1.9413e-03
R0.875_w3,0.875,3,rl_peredge,160,2.6989,1.9413e-03
R0.875_w3,0.875,3,rl_peredge,200,2.9171,1.9413e-03
R0.875_w3,0.875,3,rl_peredge,240,3.2417,1.8959e-03
R0.875_w3,0.875,3,rl_peredge,280,3.0519,1.8959e-03
R0.875_w3,0.875,3,rl_peredge,320,3.0505,1.6118e-03
R0.875_w3,0.875,3,rl_peredge,360,3.1271,7.3785e-04
R0.875_w3,0.875,3,rl_peredge,400,2.8377,7.3785e-04
R0.875_w3,0.875,3,rl_peredge,440,3.1395,7.3785e-04
R0.875_w3,0.875,3,rl_peredge,480,3.0277,7.3785e-04
R0.875_w3,0.875,3,cem,40,,1.8190e-03
R0.875_w3,0.875,3,cem,80,,1.4994e-03
R0.875_w3,0.875,3,cem,120,,1.4994e-03
R0.875_w3,0.875,3,cem,160,,1.4994e-03
R0.875_w3,0.875,3,cem,200,,1.4994e-03
R0.875_w3,0.875,3,cem,240,,1.4994e-03
R0.875_w3,0.875,3,cem,280,,1.4994e-03
R0.875_w3,0.875,3,cem,320,,1.4994e-03
R0.875_w3,0.875,3,cem,360,,9.1738e-04
R0.875_w3,0.875,3,cem,400,,9.1738e-04
R0.875_w3,0.875,3,cem,440,,9.1738e-04
R0.875_w3,0.875,3,cem,480,,9.1738e-04
R0.875_w3,0.875,3,random,40,,2.9474e-03
R0.875_w3,0.875,3,random,80,,2.9474e-03
R0.875_w3,0.875,3,random,120,,2.7423e-03
R0.875_w3,0.875,3,random,160,,8.9173e-04
R0.875_w3,0.875,3,random,200,,8.9173e-04
R0.875_w3,0.875,3,random,240,,8.9173e-04
R0.875_w3,0.875,3,random,280,,8.9173e-04
R0.875_w3,0.875,3,random,320,,8.9173e-04
R0.875_w3,0.875,3,random,360,,8.9173e-04
R0.875_w3,0.875,3,random,400,,8.9173e-04
R0.875_w3,0.875,3,random,440,,8.9173e-04
R0.875_w3,0.875,3,random,480,,7.9111e-04
