M,L_km,coded_ber,uncoded_ber,sigma_eff,s_per_frame
16,2,0.0,0.1043204560367454,0.28934712038370997,0.34364044666290283
16,20,0.04681043388429752,0.130859375,0.334991711935037,0.4554918209711711
